,location,total_sqft,bath,price,bhk
7010,Sadashiva Nagar,3761.0,3.0,660.0,3
7011,Sadashiva Nagar,2780.0,5.0,480.0,4
7012,Sadashiva Nagar,2720.0,4.0,485.0,4
7013,Sadashiva Nagar,3761.0,3.0,650.0,3
7014,Sadashiva Nagar,3850.0,3.0,650.0,3
7015,Sadashiva Nagar,3500.0,4.0,700.0,4
7016,Sadashiva Nagar,7500.0,5.0,1500.0,5
7018,Sahakara Nagar,1500.0,2.0,95.0,3
7019,Sahakara Nagar,1100.0,2.0,56.0,2
7020,Sahakara Nagar,1219.0,2.0,48.0,2
7021,Sahakara Nagar,1100.0,2.0,75.0,3
7022,Sahakara Nagar,1655.0,3.0,115.0,3
7023,Sahakara Nagar,1150.0,2.0,54.0,2
7024,Sahakara Nagar,1270.0,2.0,69.85,2
7025,Sahakara Nagar,960.0,2.0,56.0,2
7026,Sahakara Nagar,1048.0,2.0,50.0,2
7027,Sahakara Nagar,1160.0,2.0,55.0,2
7028,Sahakara Nagar,1200.0,2.0,75.0,3
7029,Sahakara Nagar,2500.0,4.0,200.0,4
7030,Sahakara Nagar,1914.0,3.0,179.0,3
7031,Sahakara Nagar,1500.0,3.0,125.0,3
7032,Sahakara Nagar,1100.0,2.0,55.0,2
7033,Sahakara Nagar,1914.0,3.0,149.0,3
7034,Sahakara Nagar,1000.0,2.0,60.0,2
7036,Sahakara Nagar,1175.0,2.0,49.0,2
7037,Sahakara Nagar,1370.0,2.0,90.0,3
7038,Sahakara Nagar,1100.0,2.0,55.0,2
7039,Sahakara Nagar,1100.0,2.0,75.0,3
7040,Sahakara Nagar,1180.0,2.0,72.0,2
7041,Sahakara Nagar,1200.0,2.0,60.0,2
7042,Sahakara Nagar,1032.0,2.0,45.0,2
7043,Sahakara Nagar,1200.0,2.0,46.0,2
7044,Sahakara Nagar,1270.0,2.0,96.0,2
7045,Sahakara Nagar,1201.0,2.0,80.0,2
7046,Sahakara Nagar,1200.0,2.0,54.0,2
7047,Sahakara Nagar,1291.0,2.0,72.3,2
7048,Sai Gardens,1339.0,2.0,55.0,2
7049,Sai Gardens,1686.0,3.0,77.0,3
7050,Samethanahalli,799.0,2.0,38.0,2
7051,Samethanahalli,799.0,2.0,35.0,2
7052,Sampigehalli,1200.0,2.0,61.0,2
7053,Sanjay nagar,1000.0,2.0,70.0,2
7054,Sanjay nagar,1100.0,2.0,98.0,2
7055,Sanjay nagar,1150.0,2.0,72.2,2
7056,Sanjay nagar,1800.0,3.0,180.0,3
7057,Sanjay nagar,630.0,1.0,35.0,2
7058,Sanjay nagar,3300.0,3.0,250.0,5
7059,Sanjay nagar,1900.0,2.0,180.0,3
7060,Sanjay nagar,1575.0,2.0,90.0,2
7063,Sanjay nagar,960.0,2.0,55.0,2
7064,Sanjay nagar,1050.0,2.0,59.0,2
7065,Sanjay nagar,1150.0,2.0,70.0,2
7066,Sanjay nagar,1500.0,3.0,150.0,3
7067,Sanjay nagar,1180.0,2.0,80.0,2
7068,Sanjeevini Nagar,2795.0,4.0,235.0,3
7069,Sanjeevini Nagar,2250.0,3.0,180.0,3
7070,Sanne Amanikere,1185.0,2.0,38.0,2
7071,Sanne Amanikere,1455.0,2.0,45.0,3
7072,Sarakki Nagar,2121.0,4.0,253.0,3
7073,Sarakki Nagar,2289.0,3.0,260.0,3
7074,Sarakki Nagar,2500.0,4.0,325.0,3
7075,Sarakki Nagar,2145.0,4.0,270.0,3
7076,Sarakki Nagar,1200.0,3.0,128.0,3
7077,Sarakki Nagar,2663.0,4.0,338.0,3
7078,Sarakki Nagar,1840.0,4.0,175.0,3
7082,Sarjapur,2250.0,3.0,148.0,3
7083,Sarjapur,1600.0,3.0,75.0,3
7084,Sarjapur,1242.5,2.0,43.49,2
7085,Sarjapur,913.0,2.0,32.0,2
7086,Sarjapur,1128.0,2.0,60.0,2
7087,Sarjapur,1185.0,2.0,47.0,2
7088,Sarjapur,900.0,2.0,42.0,3
7089,Sarjapur,649.5,1.0,17.535,1
7090,Sarjapur,1020.0,2.0,35.0,2
7091,Sarjapur,1195.0,2.0,42.0,2
7092,Sarjapur,1240.0,2.0,44.0,2
7094,Sarjapur,950.0,2.0,32.5,2
7095,Sarjapur,1285.0,2.0,68.0,3
7097,Sarjapur,925.0,2.0,25.0,2
7098,Sarjapur,3190.0,3.0,160.0,4
7099,Sarjapur,1215.0,2.0,40.0,2
7101,Sarjapur,1200.0,3.0,78.0,3
7102,Sarjapur,1000.0,2.0,30.0,2
7103,Sarjapur,1157.0,2.0,40.0,2
7104,Sarjapur,2238.0,3.0,140.0,3
7105,Sarjapur,2020.0,3.0,85.0,3
7106,Sarjapur,2885.0,3.0,185.0,4
7108,Sarjapur,1240.0,2.0,44.3,2
7109,Sarjapur,625.0,1.0,19.0,1
7110,Sarjapur,2585.5,4.0,139.5,4
7111,Sarjapur,940.0,2.0,25.38,2
7112,Sarjapur,2100.0,3.0,125.0,4
7113,Sarjapur,913.0,2.0,36.0,2
7114,Sarjapur,1404.0,2.0,53.35,3
7115,Sarjapur,1830.0,3.0,88.0,3
7116,Sarjapur,1364.0,2.0,56.0,3
7117,Sarjapur,1124.0,2.0,30.35,2
7118,Sarjapur,1044.0,2.0,32.0,2
7119,Sarjapur,650.0,1.0,19.87,1
7120,Sarjapur,1175.0,2.0,42.0,2
7121,Sarjapur,1240.0,2.0,43.1,2
7123,Sarjapur,1032.0,2.0,42.0,2
7125,Sarjapur,1044.0,2.0,34.0,2
7126,Sarjapur,1200.0,3.0,76.13,3
7127,Sarjapur,1200.0,2.0,62.0,2
7128,Sarjapur,900.0,2.0,27.98,2
7130,Sarjapur,1205.0,2.0,29.0,2
7131,Sarjapur,850.0,2.0,32.0,2
7132,Sarjapur,1175.0,2.0,41.68,2
7134,Sarjapur,920.0,2.0,33.0,2
7136,Sarjapur,1150.0,2.0,41.0,2
7137,Sarjapur,1200.0,2.0,42.6,2
7138,Sarjapur,1333.0,3.0,50.0,3
7139,Sarjapur,1044.0,2.0,36.0,2
7140,Sarjapur,950.0,2.0,35.0,2
7142,Sarjapur,2172.0,3.0,100.0,3
7143,Sarjapur,633.0,1.0,17.09,1
7144,Sarjapur,1500.0,5.0,95.0,3
7145,Sarjapur,1451.0,2.0,87.0,2
7146,Sarjapur,2400.0,3.0,140.0,4
7147,Sarjapur,1525.0,2.0,68.0,3
7148,Sarjapur,1095.0,2.0,45.0,2
7149,Sarjapur,1425.0,3.0,57.0,3
7150,Sarjapur  Road,2497.0,3.0,140.0,3
7151,Sarjapur  Road,1787.0,3.0,98.29,3
7152,Sarjapur  Road,1787.0,3.0,125.0,3
7156,Sarjapur  Road,1000.0,2.0,67.0,2
7157,Sarjapur  Road,1346.0,2.0,74.03,2
7158,Sarjapur  Road,1195.0,2.0,70.0,2
7159,Sarjapur  Road,1550.0,3.0,100.0,3
7160,Sarjapur  Road,2100.0,3.0,125.0,3
7162,Sarjapur  Road,1691.0,3.0,113.0,3
7163,Sarjapur  Road,1278.0,2.0,95.0,2
7164,Sarjapur  Road,2238.0,3.0,140.0,3
7165,Sarjapur  Road,1800.0,3.0,110.0,3
7169,Sarjapur  Road,1984.0,4.0,146.0,3
7171,Sarjapur  Road,1128.0,2.0,59.0,2
7173,Sarjapur  Road,1700.0,3.0,110.0,3
7174,Sarjapur  Road,1157.0,2.0,75.0,3
7175,Sarjapur  Road,1282.0,2.0,72.0,2
7176,Sarjapur  Road,4111.0,4.0,310.0,4
7177,Sarjapur  Road,3430.0,6.0,228.5,4
7178,Sarjapur  Road,3900.0,4.0,300.0,4
7181,Sarjapur  Road,1050.0,2.0,62.0,2
7182,Sarjapur  Road,1700.0,3.0,135.0,3
7183,Sarjapur  Road,1691.0,3.0,119.0,3
7184,Sarjapur  Road,1846.0,3.0,140.0,3
7185,Sarjapur  Road,1200.0,3.0,95.0,3
7188,Sarjapur  Road,1819.0,3.0,100.0,3
7189,Sarjapur  Road,1845.0,4.0,110.0,3
7190,Sarjapur  Road,1233.0,2.0,77.65,2
7194,Sarjapur  Road,3750.0,6.0,290.0,4
7196,Sarjapur  Road,1680.0,3.0,112.0,3
7197,Sarjapur  Road,1255.0,2.0,92.0,2
7199,Sarjapur  Road,1311.0,2.0,78.0,2
7201,Sarjapur  Road,1157.0,2.0,75.0,3
7202,Sarjapur  Road,1145.0,2.0,75.0,2
7203,Sarjapur  Road,1300.0,2.0,70.0,3
7206,Sarjapur  Road,1476.0,2.0,98.94,3
7207,Sarjapur  Road,2180.0,3.0,170.0,3
7210,Sarjapur  Road,1750.0,3.0,110.0,3
7213,Sarjapur  Road,1200.0,3.0,70.0,3
7214,Sarjapur  Road,2600.0,3.0,200.0,3
7216,Sarjapur  Road,685.0,1.0,40.0,1
7218,Sarjapur  Road,2720.0,5.0,210.0,3
7219,Sarjapur  Road,1241.0,2.0,82.0,2
7222,Sarjapur  Road,3785.0,6.0,280.0,4
7223,Sarjapur  Road,835.0,1.0,46.95,1
7224,Sarjapur  Road,1280.0,2.0,76.0,2
7227,Sarjapur  Road,1263.0,2.0,78.0,2
7228,Sarjapur  Road,1691.0,3.0,98.0,3
7230,Sarjapur  Road,1308.0,2.0,83.0,2
7231,Sarjapur  Road,1592.0,3.0,91.0,3
7233,Sarjapur  Road,1150.0,2.0,77.0,2
7234,Sarjapur  Road,1965.0,3.0,120.0,3
7235,Sarjapur  Road,2275.0,4.0,180.0,3
7237,Sarjapur  Road,1418.0,2.0,78.0,2
7238,Sarjapur  Road,1200.0,2.0,93.0,2
7241,Sarjapur  Road,1115.0,2.0,60.0,2
7242,Sarjapur  Road,1525.0,2.0,87.0,3
7243,Sarjapur  Road,1346.0,2.0,71.32,2
7244,Sarjapur  Road,3905.0,7.0,290.0,5
7246,Sarjapur  Road,715.0,1.0,29.0,1
7247,Sarjapur  Road,1230.0,2.0,94.5,2
7248,Sarjapur  Road,1750.0,3.0,99.0,3
7249,Sarjapur  Road,1145.0,2.0,62.0,2
7250,Sarjapur  Road,1500.0,3.0,88.0,3
7252,Sarjapur  Road,1846.0,3.0,145.0,3
7253,Sarjapur  Road,1067.0,2.0,60.0,2
7255,Sarjapur  Road,1700.0,3.0,95.0,3
7256,Sarjapur  Road,1230.0,2.0,65.0,2
7258,Sarjapur  Road,3785.0,5.0,280.0,4
7259,Sarjapur  Road,2556.0,3.0,169.0,3
7260,Sarjapur  Road,1278.0,2.0,90.0,2
7262,Sarjapur  Road,1305.0,2.0,99.0,2
7263,Sarjapur  Road,1755.0,3.0,122.0,3
7264,Sarjapur  Road,4334.0,2.0,338.0,4
7267,Sarjapur  Road,1700.0,3.0,93.5,3
7269,Sarjapur  Road,1060.0,2.0,55.0,2
7270,Sarjapur  Road,1455.0,2.0,98.0,3
7271,Sarjapur  Road,1850.0,3.0,140.0,3
7272,Sarjapur  Road,950.0,1.0,39.9,1
7273,Sarjapur  Road,1826.0,3.0,130.0,3
7276,Sarjapur  Road,1660.0,2.0,116.0,3
7277,Sarjapur  Road,1700.0,3.0,108.0,3
7278,Sarjapur  Road,1539.0,3.0,85.0,3
7279,Sarjapur  Road,1489.0,2.0,82.0,3
7281,Sarjapur  Road,1200.0,2.0,75.0,2
7285,Sarjapur  Road,3044.0,3.0,183.0,3
7288,Sarjapur  Road,1877.0,4.0,150.0,3
7290,Sarjapur  Road,1229.0,2.0,70.0,2
7291,Sarjapur  Road,1342.0,2.0,70.0,2
7292,Sarjapur  Road,1711.0,3.0,110.0,3
7296,Sarjapur  Road,1050.0,2.0,63.5,2
7297,Sarjapur  Road,1350.0,2.0,102.0,2
7298,Sarjapur  Road,2990.0,4.0,240.0,4
7300,Sarjapur  Road,1457.0,3.0,85.0,3
7301,Sarjapur  Road,1685.0,3.0,135.0,3
7303,Sarjapur  Road,1200.0,3.0,70.0,3
7307,Sarjapur  Road,984.0,2.0,55.0,2
7311,Sarjapur  Road,1320.0,2.0,100.0,2
7312,Sarjapur  Road,1984.0,4.0,145.0,3
7316,Sarjapur  Road,1550.0,2.0,89.0,3
7317,Sarjapur  Road,2425.0,5.0,201.0,4
7318,Sarjapur  Road,1691.0,3.0,113.0,3
7320,Sarjapur  Road,2070.0,4.0,160.0,3
7322,Sarjapur  Road,1435.0,3.0,90.0,3
7324,Sarjapur  Road,1262.0,2.0,67.0,2
7325,Sarjapur  Road,1693.0,3.0,125.0,3
7326,Sarjapur  Road,1826.0,3.0,125.0,3
7327,Sarjapur  Road,1660.0,3.0,116.0,3
7329,Sarjapur  Road,1830.0,3.0,119.0,3
7333,Sarjapur  Road,2900.0,4.0,240.0,4
7334,Sarjapur  Road,1059.0,2.0,68.0,2
7336,Sarjapur  Road,1157.0,2.0,74.0,3
7337,Sarjapur  Road,1700.0,3.0,118.0,3
7338,Sarjapur  Road,1691.0,3.0,120.0,3
7340,Sarjapur  Road,1308.0,2.0,75.0,2
7341,Sarjapur  Road,1580.0,3.0,125.0,3
7343,Sarjapur  Road,1763.25,3.0,98.0,3
7344,Sarjapur  Road,1826.0,3.0,130.0,3
7345,Sarjapur  Road,1550.0,2.0,98.0,3
7348,Sarjapur  Road,1819.0,3.0,100.0,3
7349,Sarjapur  Road,984.0,2.0,59.0,2
7350,Sarjapur  Road,1489.0,3.0,88.0,3
7351,Sarjapur  Road,702.0,1.0,52.0,1
7352,Sarjapur  Road,1242.0,2.0,75.0,2
7353,Sarjapur  Road,2275.0,4.0,185.0,3
7354,Sarjapur  Road,2100.0,3.0,135.0,3
7355,Sarjapur  Road,1700.0,3.0,93.5,3
7356,Sarjapur  Road,1862.0,4.0,110.0,3
7357,Sarjapur  Road,2275.0,4.0,175.0,3
7358,Sarjapur  Road,1787.0,3.0,116.0,3
7359,Sarjapur  Road,1691.0,3.0,93.01,3
7360,Sarjapur  Road,1028.0,2.0,56.0,2
7362,Sarjapur  Road,1181.0,2.0,65.0,3
7363,Sarjapur  Road,1691.0,3.0,100.0,3
7364,Sarjapur  Road,1026.0,2.0,60.55,2
7365,Sarjapur  Road,1350.0,2.0,85.0,2
7366,Sarjapur  Road,1157.0,2.0,72.0,3
7367,Sarjapur  Road,1019.0,2.0,62.0,2
7368,Sarjapur  Road,3418.0,3.0,235.0,4
7369,Sarjapur  Road,691.0,1.0,31.1,1
7373,Sarjapur  Road,1881.0,3.0,145.0,3
7374,Sarjapur  Road,2275.0,4.0,182.0,3
7377,Sarjapur  Road,1881.0,3.0,145.0,3
7379,Sarjapur  Road,2880.0,3.0,211.0,4
7380,Sarjapur  Road,3418.0,2.0,222.0,4
7382,Sarjapur  Road,675.0,1.0,27.0,1
7383,Sarjapur  Road,1773.5,2.0,102.92,3
7384,Sarjapur  Road,1346.0,2.0,74.03,2
7385,Sarjapur  Road,1691.0,3.0,119.0,3
7386,Sarjapur  Road,1335.0,2.0,95.0,2
7388,Sarjapur  Road,1680.0,3.0,126.0,3
7389,Sarjapur  Road,1222.0,2.0,68.0,3
7390,Sarjapur  Road,3420.0,4.0,225.0,4
7391,Sarjapur  Road,1510.0,2.0,110.0,3
7392,Sarjapur  Road,1242.0,2.0,78.0,2
7394,Sarjapur  Road,1129.0,2.0,69.0,2
7395,Sarjapur  Road,1850.0,3.0,140.0,3
7397,Sarjapur  Road,1879.0,3.0,155.0,3
7398,Sarjapur  Road,1157.0,2.0,75.0,3
7399,Sarjapur  Road,2425.0,5.0,175.0,4
7400,Sarjapur  Road,1323.0,2.0,74.0,2
7401,Sarjapur  Road,2289.0,3.0,178.0,3
7404,Sarjapur  Road,2100.0,3.0,130.0,3
7405,Sarjapur  Road,702.0,1.0,35.8,1
7407,Sarjapur  Road,1800.0,3.0,128.0,3
7408,Sarjapur  Road,2275.0,4.0,187.0,3
7410,Sarjapur  Road,1026.0,2.0,60.8,2
7412,Sarjapur  Road,1216.0,2.0,70.0,2
7413,Sarjapur  Road,1112.0,2.0,62.0,2
7415,Sarjapur  Road,1157.0,2.0,69.0,3
7417,Sarjapur  Road,1026.0,2.0,60.8,2
7419,Sarjapur  Road,1600.0,3.0,120.0,3
7421,Sarjapur  Road,1346.0,2.0,74.03,2
7422,Sarjapur  Road,475.0,1.0,26.0,1
7425,Sarjapur  Road,1660.0,2.0,116.0,3
7428,Sarjapur  Road,1346.0,2.0,69.61,2
7429,Sarjapur  Road,2089.0,3.0,148.0,3
7430,Sarjapur  Road,1612.0,3.0,98.38,3
7431,Sarjapur  Road,1290.0,2.0,88.0,2
7432,Sarjapur  Road,1371.0,2.0,86.0,2
7433,Sarjapur  Road,2140.0,3.0,139.0,3
7434,Sarjapur  Road,1044.0,2.0,55.0,2
7436,Sarjapur  Road,2180.0,4.0,180.0,3
7437,Sarjapur  Road,1691.0,3.0,119.0,3
7438,Sarjapur  Road,2206.0,4.0,180.0,3
7439,Sarjapur  Road,1309.0,2.0,69.5,2
7440,Sarjapur  Road,1691.0,3.0,100.0,3
7441,Sarjapur  Road,1367.0,2.0,80.0,2
7444,Sarjapur  Road,1984.0,4.0,148.0,3
7446,Sarjapur  Road,1346.0,2.0,74.03,2
7448,Sarjapur  Road,1112.0,2.0,58.0,2
7449,Sarjapur  Road,1340.0,2.0,75.0,2
7450,Sarjapur  Road,3500.0,3.0,275.0,3
7452,Sarjapur  Road,1132.0,2.0,70.0,2
7454,Sarjapur  Road,2425.0,5.0,195.0,4
7455,"Sarjapur Road, ",1929.0,3.0,115.0,3
7456,"Sarjapur Road, ",2425.0,4.0,173.0,4
7457,"Sarjapur Road, ",1636.0,3.0,97.0,3
7458,"Sarjapur Road, ",1936.0,3.0,139.0,3
7459,"Sarjapur Road, ",1275.0,2.0,76.0,2
7460,"Sarjapur Road, ",1182.0,2.0,64.0,2
7461,Sarjapura - Attibele Road,1330.0,2.0,48.0,3
7462,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
7463,Sarjapura - Attibele Road,829.0,2.0,22.8,2
7464,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
7465,Sarjapura - Attibele Road,1033.0,2.0,28.41,2
7466,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
7467,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
7468,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
7469,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
7470,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
7471,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
7472,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
7473,Sarjapura - Attibele Road,740.0,1.0,23.65,1
7474,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
7475,Sarvabhouma Nagar,500.0,1.0,24.0,1
7476,Sarvabhouma Nagar,1012.0,2.0,42.0,2
7477,Sathya Layout,1504.0,2.0,100.0,3
7478,Sathya Layout,1504.0,2.0,102.0,3
7479,Sathya Sai Layout,5500.0,4.0,600.0,4
7480,Sathya Sai Layout,11338.0,9.0,1000.0,6
7481,Sathya Sai Layout,4104.0,4.0,360.0,4
7482,Sathya Sai Layout,4041.0,4.0,345.0,4
7483,Sathya Sai Layout,6652.0,6.0,510.0,4
7484,Sathya Sai Layout,6652.0,6.0,660.0,4
7485,Sathya Sai Layout,6688.0,6.0,700.0,4
7486,Sector 1 HSR Layout,1840.0,3.0,155.0,3
7487,Sector 1 HSR Layout,1533.0,3.0,150.0,3
7488,Sector 1 HSR Layout,600.0,2.0,120.0,2
7489,Sector 1 HSR Layout,1804.0,3.0,150.0,3
7490,Sector 1 HSR Layout,1720.0,3.0,83.0,3
7491,Sector 1 HSR Layout,1684.0,3.0,86.0,3
7492,Sector 2 HSR Layout,1296.0,2.0,75.0,2
7493,Sector 2 HSR Layout,794.0,1.0,60.0,1
7494,Sector 2 HSR Layout,1143.0,2.0,65.0,2
7495,Sector 2 HSR Layout,1665.0,3.0,110.0,3
7496,Sector 2 HSR Layout,1512.0,3.0,80.0,3
7497,Sector 2 HSR Layout,1332.0,2.0,101.0,2
7498,Sector 2 HSR Layout,1600.0,3.0,90.0,3
7499,Sector 2 HSR Layout,1231.0,2.0,66.0,2
7500,Sector 6 HSR Layout,3000.0,5.0,260.0,4
7501,Sector 6 HSR Layout,3800.0,3.0,580.0,3
7502,Sector 6 HSR Layout,3000.0,5.0,270.0,4
7503,Sector 7 HSR Layout,3000.0,5.0,275.0,4
7504,Sector 7 HSR Layout,1163.0,2.0,98.86,2
7505,Sector 7 HSR Layout,1760.0,3.0,145.0,3
7506,Sector 7 HSR Layout,3900.0,3.0,300.0,3
7507,Sector 7 HSR Layout,1163.0,2.0,98.86,2
7508,Sector 7 HSR Layout,1342.0,2.0,115.0,2
7509,Sector 7 HSR Layout,1760.0,3.0,160.0,3
7510,Sector 7 HSR Layout,1760.0,3.0,142.0,3
7511,Sector 7 HSR Layout,2400.0,2.0,195.0,3
7512,Sector 7 HSR Layout,1760.0,3.0,185.0,3
7513,Sector 7 HSR Layout,1162.0,2.0,98.77,2
7514,Seegehalli,901.0,2.0,35.14,2
7516,Seegehalli,800.0,1.0,50.0,2
7518,Seegehalli,1118.0,2.0,37.5,2
7519,Seegehalli,1200.0,2.0,62.0,3
7520,Seegehalli,1155.0,2.0,72.0,2
7521,Seegehalli,1830.0,4.0,82.0,3
7522,Seegehalli,4000.0,3.0,235.0,3
7525,Seegehalli,1096.0,2.0,41.0,2
7527,Seegehalli,920.0,2.0,27.0,2
7528,Seegehalli,1553.0,3.0,68.0,3
7529,Seegehalli,1639.0,3.0,120.0,3
7530,Seegehalli,3000.0,4.0,235.0,3
7531,Seegehalli,1134.0,2.0,45.0,2
7532,Seegehalli,1683.0,3.0,80.0,3
7533,Seegehalli,1176.0,2.0,50.0,2
7534,Seegehalli,3000.0,4.0,240.0,3
7535,Seetharampalya,1515.0,3.0,88.0,3
7536,Seetharampalya,1166.0,2.0,53.0,2
7537,Seetharampalya,1100.0,2.0,55.0,2
7538,Seetharampalya,1350.0,3.0,68.0,3
7539,Seetharampalya,1500.0,3.0,90.0,3
7540,Seetharampalya,1360.0,2.0,73.0,3
7541,Seshadripuram,600.0,3.0,75.0,2
7542,Seshadripuram,1217.0,2.0,164.0,2
7543,Shampura,2650.0,4.0,150.0,4
7544,Shampura,1200.0,2.0,53.0,2
7545,Shampura,700.0,1.0,35.0,2
7546,Shampura,1400.0,3.0,70.0,3
7547,Shampura,1475.0,3.0,78.0,3
7548,Shampura,1700.0,3.0,75.0,3
7549,Shankarapuram,3060.0,4.0,350.0,4
7550,Shankarapuram,925.0,2.0,100.0,2
7551,Shanthala Nagar,1630.0,2.0,200.0,2
7552,Shanthala Nagar,1450.0,1.0,230.0,2
7553,Shanthala Nagar,1600.0,3.0,180.0,3
7554,Shanthala Nagar,3290.0,4.0,460.0,3
7555,Shanthi Layout,1272.0,4.0,75.0,3
7556,Shanthi Layout,1280.0,3.0,87.0,3
7557,Shanti Nagar,1602.0,2.0,165.0,3
7558,Shanti Nagar,1602.0,2.0,170.0,3
7559,Shanti Nagar,3000.0,4.0,240.0,4
7560,Shanti Nagar,1130.0,2.0,74.0,2
7561,Shanti Nagar,1130.0,2.0,75.0,2
7562,Shanti Nagar,2250.0,3.0,180.0,3
7563,Shantiniketan Layout,1500.0,2.0,115.0,2
7564,Shantiniketan Layout,2072.0,3.0,108.0,3
7565,Shantiniketan Layout,925.0,2.0,48.0,2
7566,Shantiniketan Layout,2710.0,5.0,142.0,4
7567,Shettigere,660.0,1.0,35.0,1
7568,Shetty Halli,8000.0,5.0,550.0,5
7569,Shikaripalya,1121.0,2.0,43.72,2
7570,Shikaripalya,1442.0,3.0,56.24,3
7571,Shikaripalya,1555.0,2.0,67.0,3
7572,Shikaripalya,1532.0,3.0,59.75,3
7573,Shikaripalya,1025.0,2.0,39.98,2
7574,Shingapura,1255.0,2.0,60.0,3
7575,Shirdi Sai Layout,1200.0,3.0,95.0,4
7576,Shivaji Nagar,850.0,2.0,55.0,2
7577,Shivaji Nagar,1554.0,3.0,130.0,2
7578,Shivaji Nagar,3820.0,1.0,306.0,1
7579,Shivaji Nagar,703.0,2.0,49.5,2
7580,Shivaji Nagar,1460.0,2.0,90.0,3
7581,Shivaji Nagar,600.0,1.0,65.0,2
7582,Shree Ananth Nagar Layout,2040.0,2.0,59.0,2
7583,Shree Ananth Nagar Layout,1176.0,2.0,45.0,3
7584,Shree Ananth Nagar Layout,1080.0,2.0,38.0,2
7585,Siddapura,14000.0,3.0,800.0,4
7586,Siddapura,1275.0,2.0,105.0,2
7587,Siddapura,1150.0,2.0,90.0,2
7588,Siddapura,5480.0,4.0,400.0,3
7589,Sidedahalli,900.0,2.0,27.0,2
7590,Sidedahalli,900.0,1.0,52.3,1
7591,Sidedahalli,750.0,2.0,20.0,2
7592,Sidedahalli,900.0,2.0,25.0,2
7593,Sidedahalli,1200.0,1.0,50.0,2
7594,Silk Board,1300.0,3.0,58.0,3
7595,Silk Board,1435.0,2.0,60.0,3
7596,Silk Board,1250.0,3.0,54.0,3
7597,Silver Springs Layout,1084.0,2.0,50.0,2
7598,Silver Springs Layout,1550.0,2.0,70.0,3
7599,Singanayakanahalli,1480.0,2.0,75.0,3
7600,Singapura Village,825.0,2.0,35.0,2
7601,Singapura Village,985.0,2.0,45.0,2
7602,Singapura Village,970.0,2.0,45.0,2
7604,Singasandra,1030.0,2.0,55.0,2
7605,Singasandra,3850.0,6.0,195.0,4
7606,Singasandra,1100.0,2.0,52.0,2
7608,Singasandra,1300.0,2.0,65.0,2
7611,Singasandra,1010.0,2.0,40.0,2
7612,Singasandra,1375.0,2.0,58.0,2
7613,Singasandra,1120.0,2.0,60.0,2
7614,Singasandra,1510.0,3.0,75.0,3
7615,Singasandra,1179.0,2.0,56.0,2
7616,Singasandra,1416.0,2.0,67.0,2
7617,Singasandra,1476.0,2.0,73.0,3
7618,Singasandra,1139.7,2.0,45.0,2
7619,Singasandra,1465.0,2.0,60.0,2
7621,Singasandra,1653.0,3.0,85.0,3
7622,Singena Agrahara,1500.0,3.0,115.0,3
7623,Sneha Colony,1050.0,2.0,110.0,2
7624,Somasundara Palya,1255.0,2.0,67.0,2
7625,Somasundara Palya,1448.0,2.0,68.0,2
7627,Somasundara Palya,1178.0,2.0,73.0,2
7628,Somasundara Palya,1260.0,2.0,60.0,2
7629,Somasundara Palya,1033.0,2.0,48.0,2
7630,Somasundara Palya,1329.0,2.0,70.0,2
7631,Somasundara Palya,2372.0,3.0,140.0,3
7632,Somasundara Palya,1185.0,2.0,70.0,2
7636,Somasundara Palya,2400.0,3.0,140.0,4
7637,Somasundara Palya,1650.0,3.0,95.0,3
7638,Somasundara Palya,1186.0,2.0,72.0,2
7640,Someshwara Layout,1200.0,4.0,169.0,4
7641,Sompura,825.0,2.0,33.0,2
7642,Sompura,1025.0,2.0,37.0,3
7643,Sompura,1020.0,2.0,41.0,2
7644,Sompura,1126.0,2.0,39.0,2
7645,Sompura,825.0,2.0,32.0,2
7646,Sompura,1360.0,2.0,45.0,3
7647,Sompura,1350.0,2.0,47.0,3
7648,Sompura,2150.0,3.0,85.0,4
7650,Sonnenahalli,896.0,2.0,43.75,2
7651,Sonnenahalli,1120.0,2.0,43.0,2
7652,Sonnenahalli,1100.0,2.0,44.0,2
7653,Sonnenahalli,1011.0,2.0,50.53,2
7654,Sonnenahalli,614.5,1.0,30.715,1
7655,Sonnenahalli,1484.0,3.0,74.18,3
7656,Sonnenahalli,1610.0,3.0,80.48,3
7657,Sonnenahalli,1415.0,2.0,65.0,3
7658,Sonnenahalli,1268.0,2.0,58.0,2
7659,Sonnenahalli,1268.0,2.0,56.0,2
7660,Sonnenahalli,605.0,1.0,30.24,1
7661,Sonnenahalli,1484.0,3.0,75.0,3
7662,Soundarya Layout,900.0,2.0,27.0,2
7663,Sri Balaji Krupa Layout,3200.0,4.0,270.0,4
